Financial Year,Location in the United Kingdom of the Household of the Individual (please calculate three-year averages - click on i for the correct method),Type of Individual by Age Category,Number of Children in the Family of the Individual,Age of the Youngest Child in the Family of the Individual,Tenure Type of the Household of the Individual,Savings and Investments of Adults in the Family of the Individual,Ethnic Group of the Head of the Household (please calculate three-year averages - click on i for the correct method),not_in_low_income_at_or_above_threshold_,in_low_income_below_threshold_
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£20,000 or more",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£20,000 or more",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£20,000 or more",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£20,000 or more",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£20,000 or more",White,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£3,000 but less than £8,000",Asian/ Asian British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£3,000 but less than £8,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£3,000 but less than £8,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£3,000 but less than £8,000",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£3,000 but less than £8,000",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£3,000 but less than £8,000",White,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£8,000 but less than £10,000",Asian/ Asian British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£8,000 but less than £10,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£8,000 but less than £10,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£8,000 but less than £10,000",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£8,000 but less than £10,000",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,5 to 10,Social rented sector tenants,"£8,000 but less than £10,000",White,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"Less than £1,500",Asian/ Asian British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"Less than £1,500",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"Less than £1,500",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"Less than £1,500",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"Less than £1,500",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"Less than £1,500",White,21190.0,2518.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,No savings,Asian/ Asian British,7794.0,4544.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,No savings,Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,No savings,Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,No savings,Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,No savings,Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,No savings,White,81451.0,25881.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£1,500 but less than £3,000",Asian/ Asian British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£1,500 but less than £3,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£1,500 but less than £3,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£1,500 but less than £3,000",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£1,500 but less than £3,000",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£1,500 but less than £3,000",White,11425.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£10,000 but less than £16,000",Asian/ Asian British,2190.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£10,000 but less than £16,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£10,000 but less than £16,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£10,000 but less than £16,000",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£10,000 but less than £16,000",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£10,000 but less than £16,000",White,11774.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£16,000 but less than £20,000",Asian/ Asian British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£16,000 but less than £20,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£16,000 but less than £20,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£16,000 but less than £20,000",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£16,000 but less than £20,000",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£16,000 but less than £20,000",White,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£20,000 or more",Asian/ Asian British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£20,000 or more",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£20,000 or more",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£20,000 or more",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£20,000 or more",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£20,000 or more",White,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£3,000 but less than £8,000",Asian/ Asian British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£3,000 but less than £8,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£3,000 but less than £8,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£3,000 but less than £8,000",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£3,000 but less than £8,000",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£3,000 but less than £8,000",White,15345.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£8,000 but less than £10,000",Asian/ Asian British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£8,000 but less than £10,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£8,000 but less than £10,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£8,000 but less than £10,000",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£8,000 but less than £10,000",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,All rented privately,"£8,000 but less than £10,000",White,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"Less than £1,500",Asian/ Asian British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"Less than £1,500",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"Less than £1,500",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"Less than £1,500",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"Less than £1,500",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"Less than £1,500",White,70228.0,11859.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,No savings,Asian/ Asian British,3333.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,No savings,Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,No savings,Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,No savings,Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,No savings,Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,No savings,White,223385.0,16248.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Asian/ Asian British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£1,500 but less than £3,000",White,53158.0,1103.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Asian/ Asian British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Not declared (from 2020/21 onwards),0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Other Ethnic Group,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£10,000 but less than £16,000",White,35266.0,3526.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£16,000 but less than £20,000",Asian/ Asian British,0.0,0.0
2013-14,North East (E12000001),Working-Age,No children,No children in the family,Owned outright/buying with mortgage,"£16,000 but less than £20,000",Black/ African/ Caribbean/ Black British,0.0,0.0
